tata_company,tata_rows,normalized_name,inferred_parent,recommended_parent,in_spring_canonical,in_spring_aliases,in_spring_entity_members,in_base_only,fix_bucket,priority,recommended_action
上海淇毓信息科技有限公司,25,上海淇毓信息科技有限公司,上海淇毓信息科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海隧道工程股份有限公司,25,上海隧道工程股份有限公司,上海隧道工程股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国电力建设集团有限公司,25,中国电力建设集团有限公司,中国电力建设集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国科学院空间应用工程与技术中心,25,中国科学院空间应用工程与技术中心,中国科学院空间应用工程与技术中心,,False,False,False,False,high_risk_manual_review,p1,manual_review
中电云计算技术有限公司,25,中电云计算技术有限公司,中电云计算技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中车科技创新（北京）有限公司,25,中车科技创新（北京）有限公司,中车科技创新（北京）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
公安部第一研究所,25,公安部第一研究所,公安部第一研究所,,False,False,False,False,high_risk_manual_review,p1,manual_review
天翼云科技有限公司,25,天翼云科技有限公司,天翼云科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
新毅东（北京）科技有限公司,25,新毅东（北京）科技有限公司,新毅东（北京）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
润建股份有限公司,25,润建股份有限公司,润建股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市创客工场科技有限公司,25,深圳市创客工场科技有限公司,深圳市创客工场科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海启源芯动力科技有限公司,24,上海启源芯动力科技有限公司,上海启源芯动力科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海燧原科技股份有限公司,24,上海燧原科技股份有限公司,上海燧原科技股份有限公司,燧原科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海航天技术研究院,24,上海航天技术研究院,上海航天技术研究院,,False,False,False,False,high_risk_manual_review,p1,manual_review
中华联合财产保险股份有限公司,24,中华联合财产保险股份有限公司,中华联合财产保险股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京中科金财科技股份有限公司,24,北京中科金财科技股份有限公司,北京中科金财科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京真格天成投资管理有限公司,24,北京真格天成投资管理有限公司,北京真格天成投资管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
自变量机器人科技（深圳）有限公司,24,自变量机器人科技（深圳）有限公司,自变量机器人科技（深圳）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海任意门科技有限公司,23,上海任意门科技有限公司,上海任意门科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海阑途信息技术有限公司,23,上海阑途信息技术有限公司,上海阑途信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中信建投证券股份有限公司,23,中信建投证券股份有限公司,中信建投证券股份有限公司,中信建投证券-分支机构,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国太平洋财产保险股份有限公司深圳分公司,23,中国太平洋财产保险股份有限公司深圳分公司,中国太平洋财产保险股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国物流集团有限公司,23,中国物流集团有限公司,中国物流集团有限公司,中国物流,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
北京深势科技有限公司,23,北京深势科技有限公司,北京深势科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京银河通用机器人有限公司,23,北京银河通用机器人有限公司,北京银河通用机器人有限公司,银河通用机器人,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广东亿迅科技有限公司,23,广东亿迅科技有限公司,广东亿迅科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
德邦物流股份有限公司,23,德邦物流股份有限公司,德邦物流股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
智驾大陆（上海）智能科技有限公司,23,智驾大陆（上海）智能科技有限公司,智驾大陆（上海）智能科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
未岚大陆（北京）科技有限公司,23,未岚大陆（北京）科技有限公司,未岚大陆（北京）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
正泰集团股份有限公司,23,正泰集团股份有限公司,正泰集团股份有限公司,正泰集团-新增岗位,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
深圳市普渡科技有限公司,23,深圳市普渡科技有限公司,深圳市普渡科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海汽车集团股份有限公司,22,上海汽车集团股份有限公司,上海汽车集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国共产党北京市大兴区委员会组织部,22,中国共产党北京市大兴区委员会组织部,中国共产党北京市大兴区委员会组织部,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国再保险（集团）股份有限公司,22,中国再保险（集团）股份有限公司,中国再保险（集团）股份有限公司,中国再保险,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中邮人寿保险股份有限公司,22,中邮人寿保险股份有限公司,中邮人寿保险股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华安基金管理有限公司,22,华安基金管理有限公司,华安基金管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华润股份有限公司,22,华润股份有限公司,华润股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
厦门海辰储能科技股份有限公司,22,厦门海辰储能科技股份有限公司,厦门海辰储能科技股份有限公司,厦门海辰储能,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
国家电网有限公司,22,国家电网有限公司,国家电网有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
国都证券股份有限公司,22,国都证券股份有限公司,国都证券股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
富泽人寿保险股份有限公司,22,富泽人寿保险股份有限公司,富泽人寿保险股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
平安证券股份有限公司,22,平安证券股份有限公司,平安证券股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
彩讯科技股份有限公司,22,彩讯科技股份有限公司,彩讯科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
德州仪器半导体技术（上海）有限公司,22,德州仪器半导体技术（上海）有限公司,德州仪器半导体技术（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市智慧城市科技发展集团有限公司,22,深圳市智慧城市科技发展集团有限公司,深圳市智慧城市科技发展集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
百融云创科技股份有限公司,22,百融云创科技股份有限公司,百融云创科技股份有限公司,百融云创,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
长城证券股份有限公司,22,长城证券股份有限公司,长城证券股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
阿维塔科技（重庆）有限公司,22,阿维塔科技（重庆）有限公司,阿维塔科技（重庆）有限公司,阿维塔科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
万联证券股份有限公司,21,万联证券股份有限公司,万联证券股份有限公司,万联证券-分支机构,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海韦尔半导体股份有限公司,21,上海韦尔半导体股份有限公司,上海韦尔半导体股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中信期货有限公司,21,中信期货有限公司,中信期货有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国华润有限公司,21,中国华润有限公司,中国华润有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中泰证券股份有限公司,21,中泰证券股份有限公司,中泰证券股份有限公司,中泰证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
北京希瑞亚斯科技有限公司,21,北京希瑞亚斯科技有限公司,北京希瑞亚斯科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京生数科技有限公司,21,北京生数科技有限公司,北京生数科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
